,award_company,award_type,movie,person,year
54,oscars,best_director,Heaven Can Wait,Ernst Lubitsch,1943
55,oscars,best_director,The More the Merrier,George Stevens,1943
56,oscars,best_director,Lifeboat,Alfred Hitchcock,1944
57,oscars,best_director,Wilson,Henry King,1944
58,oscars,best_director,Laura,Otto Preminger,1944
59,oscars,best_director,Double Indemnity,Billy Wilder,1944
60,oscars,best_director,National Velvet,Clarence Brown,1945
61,oscars,best_director,Spellbound,Alfred Hitchcock,1945
62,oscars,best_director,The Bells of St. Mary's,Leo McCarey,1945
63,oscars,best_director,The Southerner,Jean Renoir,1945
64,oscars,best_director,The Yearling,Clarence Brown,1946
65,oscars,best_director,It's a Wonderful Life,Frank Capra,1946
66,oscars,best_director,Brief Encounter,David Lean,1946
67,oscars,best_director,The Killers,Robert Siodmak,1946
68,oscars,best_director,A Double Life,George Cukor,1947
69,oscars,best_director,Crossfire,Edward Dmytryk,1947
70,oscars,best_director,The Bishop's Wife,Henry Koster,1947
71,oscars,best_director,Great Expectations,David Lean,1947
72,oscars,best_director,The Snake Pit,Anatole Litvak,1948
73,oscars,best_director,Johnny Belinda,Jean Negulesco,1948
74,oscars,best_director,Hamlet,Laurence Olivier,1948
75,oscars,best_director,The Search,Fred Zinnemann,1948
76,oscars,best_director,The Fallen Idol,Carol Reed,1949
77,oscars,best_director,All the King's Men,Robert Rossen,1949
78,oscars,best_director,Battleground,William A. Wellman,1949
79,oscars,best_director,The Heiress,William Wyler,1949
80,oscars,best_director,Born Yesterday,George Cukor,1950
81,oscars,best_director,The Asphalt Jungle,John Huston,1950
82,oscars,best_director,The Third Man,Carol Reed,1950
83,oscars,best_director,Sunset Boulevard,Billy Wilder,1950
84,oscars,best_director,The African Queen,John Huston,1951
85,oscars,best_director,A Streetcar Named Desire,Elia Kazan,1951
86,oscars,best_director,An American in Paris,Vincente Minnelli,1951
87,oscars,best_director,Detective Story,William Wyler,1951
88,oscars,best_director,The Greatest Show on Earth,Cecil B. DeMille,1952
89,oscars,best_director,Moulin Rouge,John Huston,1952
90,oscars,best_director,5 Fingers,Joseph L. Mankiewicz,1952
91,oscars,best_director,High Noon,Fred Zinnemann,1952
92,oscars,best_director,Shane,George Stevens,1953
93,oscars,best_director,Lili,Charles Walters,1953
94,oscars,best_director,Stalag 17,Billy Wilder,1953
95,oscars,best_director,Roman Holiday,William Wyler,1953
96,oscars,best_director,Rear Window,Alfred Hitchcock,1954
97,oscars,best_director,The Country Girl,George Seaton,1954
98,oscars,best_director,The High and the Mighty,William A. Wellman,1954
99,oscars,best_director,Sabrina,Billy Wilder,1954
100,oscars,best_director,East of Eden,Elia Kazan,1955
101,oscars,best_director,Summertime,David Lean,1955
102,oscars,best_director,Picnic,Joshua Logan,1955
103,oscars,best_director,Bad Day at Black Rock,John Sturges,1955
104,oscars,best_director,Around the World in 80 Days,Michael Anderson,1956
105,oscars,best_director,The King and I,Walter Lang,1956
106,oscars,best_director,War and Peace,King Vidor,1956
107,oscars,best_director,Friendly Persuasion,William Wyler,1956
108,oscars,best_director,Sayonara,Joshua Logan,1957
109,oscars,best_director,12 Angry Men,Sidney Lumet,1957
110,oscars,best_director,Peyton Place,Mark Robson,1957
111,oscars,best_director,Witness for the Prosecution,Billy Wilder,1957
112,oscars,best_director,Cat on a Hot Tin Roof,Richard Brooks,1958
113,oscars,best_director,The Defiant Ones,Stanley Kramer,1958
114,oscars,best_director,The Inn of the Sixth Happiness,Mark Robson,1958
115,oscars,best_director,I Want to Live!,Robert Wise,1958
116,oscars,best_director,Room at the Top,Jack Clayton,1959
117,oscars,best_director,The Diary of Anne Frank,George Stevens,1959
118,oscars,best_director,Some Like It Hot,Billy Wilder,1959
119,oscars,best_director,The Nun's Story,Fred Zinnemann,1959
120,oscars,best_director,Sons and Lovers,Jack Cardiff,1960
121,oscars,best_director,Never on Sunday,Jules Dassin,1960
122,oscars,best_director,Psycho,Alfred Hitchcock,1960
123,oscars,best_director,The Sundowners,Fred Zinnemann,1960
124,oscars,best_director,La Dolce Vita,Federico Fellini,1961
125,oscars,best_director,Judgment at Nuremberg,Stanley Kramer,1961
126,oscars,best_director,The Hustler,Robert Rossen,1961
127,oscars,best_director,The Guns of Navarone,J. Lee Thompson,1961
128,oscars,best_director,Divorce Italian Style,Pietro Germi,1962
129,oscars,best_director,To Kill a Mockingbird,Robert Mulligan,1962
130,oscars,best_director,The Miracle Worker,Arthur Penn,1962
131,oscars,best_director,David and Lisa,Frank Perry,1962
132,oscars,best_director,8½,Federico Fellini,1963
133,oscars,best_director,America America,Elia Kazan,1963
134,oscars,best_director,The Cardinal,Otto Preminger,1963
135,oscars,best_director,Hud,Martin Ritt,1963
136,oscars,best_director,Zorba the Greek,Michael Cacoyannis,1964
137,oscars,best_director,Becket,Peter Glenville,1964
138,oscars,best_director,Dr. Strangelove,Stanley Kubrick,1964
139,oscars,best_director,Mary Poppins,Robert Stevenson,1964
140,oscars,best_director,Doctor Zhivago,David Lean,1965
141,oscars,best_director,Darling,John Schlesinger,1965
142,oscars,best_director,Woman in the Dunes,Hiroshi Teshigahara,1965
143,oscars,best_director,The Collector,William Wyler,1965
144,oscars,best_director,Blowup,Michelangelo Antonioni,1966
145,oscars,best_director,The Professionals,Richard Brooks,1966
146,oscars,best_director,A Man and a Woman,Claude Lelouch,1966
147,oscars,best_director,Who's Afraid of Virginia Woolf?,Mike Nichols,1966
148,oscars,best_director,In Cold Blood,Richard Brooks,1967
149,oscars,best_director,In the Heat of the Night,Norman Jewison,1967
150,oscars,best_director,Guess Who's Coming to Dinner,Stanley Kramer,1967
151,oscars,best_director,Bonnie and Clyde,Arthur Penn,1967
152,oscars,best_director,The Lion in Winter,Anthony Harvey,1968
153,oscars,best_director,2001: A Space Odyssey,Stanley Kubrick,1968
154,oscars,best_director,The Battle of Algiers,Gillo Pontecorvo,1968
155,oscars,best_director,Romeo and Juliet,Franco Zeffirelli,1968
156,oscars,best_director,Z,Costa-Gavras,1969
157,oscars,best_director,Butch Cassidy and the Sundance Kid,George Roy Hill,1969
158,oscars,best_director,Alice's Restaurant,Arthur Penn,1969
159,oscars,best_director,"They Shoot Horses, Don't They?",Sydney Pollack,1969
160,oscars,best_director,M*A*S*H,Robert Altman,1970
161,oscars,best_director,Fellini Satyricon,Federico Fellini,1970
162,oscars,best_director,Love Story,Arthur Hiller,1970
163,oscars,best_director,Women in Love,Ken Russell,1970
164,oscars,best_director,The Last Picture Show,Peter Bogdanovich,1971
165,oscars,best_director,Fiddler on the Roof,Norman Jewison,1971
166,oscars,best_director,A Clockwork Orange,Stanley Kubrick,1971
167,oscars,best_director,Sunday Bloody Sunday,John Schlesinger,1971
168,oscars,best_director,Deliverance,John Boorman,1972
169,oscars,best_director,The Godfather,Francis Ford Coppola,1972
170,oscars,best_director,Sleuth,Joseph L. Mankiewicz,1972
171,oscars,best_director,The Emigrants,Jan Troell,1972
172,oscars,best_director,Cries and Whispers,Ingmar Bergman,1973
173,oscars,best_director,Last Tango in Paris,Bernardo Bertolucci,1973
174,oscars,best_director,The Exorcist,William Friedkin,1973
175,oscars,best_director,American Graffiti,George Lucas,1973
176,oscars,best_director,A Woman Under the Influence,John Cassavetes,1974
177,oscars,best_director,Lenny,Bob Fosse,1974
178,oscars,best_director,Chinatown,Roman Polanski,1974
179,oscars,best_director,Day for Night,François Truffaut,1974
180,oscars,best_director,Nashville,Robert Altman,1975
181,oscars,best_director,Amarcord,Federico Fellini,1975
182,oscars,best_director,Barry Lyndon,Stanley Kubrick,1975
183,oscars,best_director,Dog Day Afternoon,Sidney Lumet,1975
184,oscars,best_director,Face to Face,Ingmar Bergman,1976
185,oscars,best_director,Network,Sidney Lumet,1976
186,oscars,best_director,All the President's Men,Alan J. Pakula,1976
187,oscars,best_director,Seven Beauties,Lina Wertmüller,1976
188,oscars,best_director,Star Wars,George Lucas,1977
189,oscars,best_director,The Turning Point,Herbert Ross,1977
190,oscars,best_director,Close Encounters of the Third Kind,Steven Spielberg,1977
191,oscars,best_director,Julia,Fred Zinnemann,1977
192,oscars,best_director,Interiors,Woody Allen,1978
193,oscars,best_director,Coming Home,Hal Ashby,1978
194,oscars,best_director,Heaven Can Wait,Warren Beatty,1978
195,oscars,best_director,Midnight Express,Alan Parker,1978
196,oscars,best_director,Apocalypse Now,Francis Ford Coppola,1979
197,oscars,best_director,All That Jazz,Bob Fosse,1979
198,oscars,best_director,La Cage aux Folles,Édouard Molinaro,1979
199,oscars,best_director,Breaking Away,Peter Yates,1979
200,oscars,best_director,The Elephant Man,David Lynch,1980
201,oscars,best_director,Tess,Roman Polanski,1980
202,oscars,best_director,The Stunt Man,Richard Rush,1980
203,oscars,best_director,Raging Bull,Martin Scorsese,1980
204,oscars,best_director,Chariots of Fire,Hugh Hudson,1981
205,oscars,best_director,Atlantic City,Louis Malle,1981
206,oscars,best_director,On Golden Pond,Mark Rydell,1981
207,oscars,best_director,Raiders of the Lost Ark,Steven Spielberg,1981
208,oscars,best_director,The Verdict,Sidney Lumet,1982
209,oscars,best_director,Das Boot,Wolfgang Petersen,1982
210,oscars,best_director,Tootsie,Sydney Pollack,1982
211,oscars,best_director,E.T. the Extra-Terrestrial,Steven Spielberg,1982
212,oscars,best_director,Tender Mercies,Bruce Beresford,1983
213,oscars,best_director,Fanny and Alexander,Ingmar Bergman,1983
214,oscars,best_director,Silkwood,Mike Nichols,1983
215,oscars,best_director,The Dresser,Peter Yates,1983
216,oscars,best_director,Broadway Danny Rose,Woody Allen,1984
217,oscars,best_director,Places in the Heart,Robert Benton,1984
218,oscars,best_director,The Killing Fields,Roland Joffé,1984
219,oscars,best_director,A Passage to India,David Lean,1984
220,oscars,best_director,Kiss of the Spider Woman,Héctor Babenco,1985
221,oscars,best_director,Prizzi's Honor,John Huston,1985
222,oscars,best_director,Ran,Akira Kurosawa,1985
223,oscars,best_director,Witness,Peter Weir,1985
224,oscars,best_director,Hannah and Her Sisters,Woody Allen,1986
225,oscars,best_director,A Room with a View,James Ivory,1986
226,oscars,best_director,The Mission,Roland Joffé,1986
227,oscars,best_director,Blue Velvet,David Lynch,1986
228,oscars,best_director,Hope and Glory,John Boorman,1987
229,oscars,best_director,My Life as a Dog,Lasse Hallström,1987
230,oscars,best_director,Moonstruck,Norman Jewison,1987
231,oscars,best_director,Fatal Attraction,Adrian Lyne,1987
232,oscars,best_director,A Fish Called Wanda,Charles Crichton,1988
233,oscars,best_director,Working Girl,Mike Nichols,1988
234,oscars,best_director,Mississippi Burning,Alan Parker,1988
235,oscars,best_director,The Last Temptation of Christ,Martin Scorsese,1988
236,oscars,best_director,Crimes and Misdemeanors,Woody Allen,1989
237,oscars,best_director,Henry V,Kenneth Branagh,1989
238,oscars,best_director,My Left Foot,Jim Sheridan,1989
239,oscars,best_director,Dead Poets Society,Peter Weir,1989
240,oscars,best_director,The Godfather Part III,Francis Ford Coppola,1990
241,oscars,best_director,The Grifters,Stephen Frears,1990
242,oscars,best_director,Reversal of Fortune,Barbet Schroeder,1990
243,oscars,best_director,Goodfellas,Martin Scorsese,1990
244,oscars,best_director,Bugsy,Barry Levinson,1991
245,oscars,best_director,Thelma & Louise,Ridley Scott,1991
246,oscars,best_director,Boyz n the Hood,John Singleton,1991
247,oscars,best_director,JFK,Oliver Stone,1991
248,oscars,best_director,The Player,Robert Altman,1992
249,oscars,best_director,Scent of a Woman,Martin Brest,1992
250,oscars,best_director,Howards End,James Ivory,1992
251,oscars,best_director,The Crying Game,Neil Jordan,1992
252,oscars,best_director,Short Cuts,Robert Altman,1993
253,oscars,best_director,The Piano,Jane Campion,1993
254,oscars,best_director,The Remains of the Day,James Ivory,1993
255,oscars,best_director,In the Name of the Father,Jim Sheridan,1993
256,oscars,best_director,Bullets over Broadway,Woody Allen,1994
257,oscars,best_director,Three Colours: Red,Krzysztof Kieślowski,1994
258,oscars,best_director,Quiz Show,Robert Redford,1994
259,oscars,best_director,Pulp Fiction,Quentin Tarantino,1994
260,oscars,best_director,Leaving Las Vegas,Mike Figgis,1995
261,oscars,best_director,Babe,Chris Noonan,1995
262,oscars,best_director,Il Postino: The Postman,Michael Radford,1995
263,oscars,best_director,Dead Man Walking,Tim Robbins,1995
264,oscars,best_director,Fargo,Joel Coen,1996
265,oscars,best_director,The People vs. Larry Flynt,Miloš Forman,1996
266,oscars,best_director,Shine,Scott Hicks,1996
267,oscars,best_director,Secrets & Lies,Mike Leigh,1996
268,oscars,best_director,The Full Monty,Peter Cattaneo,1997
269,oscars,best_director,The Sweet Hereafter,Atom Egoyan,1997
270,oscars,best_director,L.A. Confidential,Curtis Hanson,1997
271,oscars,best_director,Good Will Hunting,Gus Van Sant,1997
272,oscars,best_director,Life Is Beautiful,Roberto Benigni,1998
273,oscars,best_director,Shakespeare in Love,John Madden,1998
274,oscars,best_director,The Thin Red Line,Terrence Malick,1998
275,oscars,best_director,The Truman Show,Peter Weir,1998
276,oscars,best_director,The Cider House Rules,Lasse Hallström,1999
277,oscars,best_director,Being John Malkovich,Spike Jonze,1999
278,oscars,best_director,The Insider,Michael Mann,1999
279,oscars,best_director,The Sixth Sense,M. Night Shyamalan,1999
280,oscars,best_director,Billy Elliot,Stephen Daldry,2000
281,oscars,best_director,"Crouching Tiger, Hidden Dragon",Ang Lee,2000
282,oscars,best_director,Gladiator,Ridley Scott,2000
283,oscars,best_director,Erin Brockovich,Steven Soderbergh,2000
284,oscars,best_director,Gosford Park,Robert Altman,2001
285,oscars,best_director,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,2001
286,oscars,best_director,Mulholland Drive,David Lynch,2001
287,oscars,best_director,Black Hawk Down,Ridley Scott,2001
288,oscars,best_director,Talk to Her,Pedro Almodóvar,2002
289,oscars,best_director,The Hours,Stephen Daldry,2002
290,oscars,best_director,Chicago,Rob Marshall,2002
291,oscars,best_director,Gangs of New York,Martin Scorsese,2002
292,oscars,best_director,Lost in Translation,Sofia Coppola,2003
293,oscars,best_director,Mystic River,Clint Eastwood,2003
294,oscars,best_director,City of God,Fernando Meirelles,2003
295,oscars,best_director,Master and Commander: The Far Side of the World,Peter Weir,2003
296,oscars,best_director,Ray,Taylor Hackford,2004
297,oscars,best_director,Vera Drake,Mike Leigh,2004
298,oscars,best_director,Sideways,Alexander Payne,2004
299,oscars,best_director,The Aviator,Martin Scorsese,2004
300,oscars,best_director,"Good Night, and Good Luck",George Clooney,2005
301,oscars,best_director,Crash,Paul Haggis,2005
302,oscars,best_director,Capote,Bennett Miller,2005
303,oscars,best_director,Munich,Steven Spielberg,2005
304,oscars,best_director,Letters from Iwo Jima,Clint Eastwood,2006
305,oscars,best_director,The Queen,Stephen Frears,2006
306,oscars,best_director,United 93,Paul Greengrass,2006
307,oscars,best_director,Babel,Alejandro González Iñárritu,2006
308,oscars,best_director,There Will Be Blood,Paul Thomas Anderson,2007
309,oscars,best_director,Michael Clayton,Tony Gilroy,2007
310,oscars,best_director,Juno,Jason Reitman,2007
311,oscars,best_director,The Diving Bell and the Butterfly,Julian Schnabel,2007
312,oscars,best_director,The Reader,Stephen Daldry,2008
313,oscars,best_director,The Curious Case of Benjamin Button,David Fincher,2008
314,oscars,best_director,Frost/Nixon,Ron Howard,2008
315,oscars,best_director,Milk,Gus Van Sant,2008
316,oscars,best_director,Avatar,James Cameron,2009
317,oscars,best_director,Precious,Lee Daniels,2009
318,oscars,best_director,Up in the Air,Jason Reitman,2009
319,oscars,best_director,Inglourious Basterds,Quentin Tarantino,2009
320,oscars,best_director,Black Swan,Darren Aronofsky,2010
321,oscars,best_director,True Grit,Joel Coen and Ethan Coen,2010
322,oscars,best_director,The Social Network,David Fincher,2010
323,oscars,best_director,The Fighter,David O. Russell,2010
324,oscars,best_director,Midnight in Paris,Woody Allen,2011
325,oscars,best_director,The Tree of Life,Terrence Malick,2011
326,oscars,best_director,The Descendants,Alexander Payne,2011
327,oscars,best_director,Hugo,Martin Scorsese,2011
328,oscars,best_director,Amour,Michael Haneke,2012
329,oscars,best_director,Silver Linings Playbook,David O. Russell,2012
330,oscars,best_director,Lincoln,Steven Spielberg,2012
331,oscars,best_director,Beasts of the Southern Wild,Benh Zeitlin,2012
332,oscars,best_director,12 Years a Slave,Steve McQueen,2013
333,oscars,best_director,Nebraska,Alexander Payne,2013
334,oscars,best_director,American Hustle,David O. Russell,2013
335,oscars,best_director,The Wolf of Wall Street,Martin Scorsese,2013
336,oscars,best_director,The Grand Budapest Hotel,Wes Anderson,2014
337,oscars,best_director,Boyhood,Richard Linklater,2014
338,oscars,best_director,Foxcatcher,Bennett Miller,2014
339,oscars,best_director,The Imitation Game,Morten Tyldum,2014
340,oscars,best_director,Room,Lenny Abrahamson,2015
341,oscars,best_director,Spotlight,Tom McCarthy,2015
342,oscars,best_director,The Big Short,Adam McKay,2015
343,oscars,best_director,Mad Max: Fury Road,George Miller,2015
344,oscars,best_director,Hacksaw Ridge,Mel Gibson,2016
345,oscars,best_director,Moonlight,Barry Jenkins,2016
346,oscars,best_director,Manchester by the Sea,Kenneth Lonergan,2016
347,oscars,best_director,Arrival,Denis Villeneuve,2016
348,oscars,best_director,Phantom Thread,Paul Thomas Anderson,2017
349,oscars,best_director,Lady Bird,Greta Gerwig,2017
350,oscars,best_director,Dunkirk,Christopher Nolan,2017
351,oscars,best_director,Get Out,Jordan Peele,2017
352,oscars,best_director,The Favourite,Yorgos Lanthimos,2018
353,oscars,best_director,BlacKkKlansman,Spike Lee,2018
354,oscars,best_director,Vice,Adam McKay,2018
355,oscars,best_director,Cold War,Paweł Pawlikowski,2018
356,oscars,best_director,1917,Sam Mendes,2019
357,oscars,best_director,Joker,Todd Phillips,2019
358,oscars,best_director,The Irishman,Martin Scorsese,2019
359,oscars,best_director,Once Upon a Time in Hollywood,Quentin Tarantino,2019
360,oscars,best_director,Minari,Lee Isaac Chung,2020/21
361,oscars,best_director,Promising Young Woman,Emerald Fennell,2020/21
362,oscars,best_director,Mank,David Fincher,2020/21
363,oscars,best_director,Another Round,Thomas Vinterberg,2020/21
364,oscars,best_director,Licorice Pizza,Paul Thomas Anderson,2021
365,oscars,best_director,Belfast,Kenneth Branagh,2021
366,oscars,best_director,Drive My Car,Ryusuke Hamaguchi,2021
367,oscars,best_director,West Side Story,Steven Spielberg,2021
368,oscars,best_actor,The Noose,Richard Barthelmess,1927
369,oscars,best_actor,Thunderbolt,George Bancroft,1928
370,oscars,best_actor,Alibi,Chester Morris,1928
371,oscars,best_actor,The Valiant,Paul Muni,1928
372,oscars,best_actor,The Patriot,Lewis Stone,1928
373,oscars,best_actor,The Green Goddess,George Arliss,1929
374,oscars,best_actor,The Big House,Wallace Beery,1929
375,oscars,best_actor,The Big Pond,Maurice Chevalier,1929
376,oscars,best_actor,Bulldog Drummond,Ronald Colman,1929
377,oscars,best_actor,The Rogue Song,Lawrence Tibbett,1929
378,oscars,best_actor,Skippy,Jackie Cooper,1930
379,oscars,best_actor,Cimarron,Richard Dix,1930
380,oscars,best_actor,The Royal Family of Broadway,Fredric March,1930
381,oscars,best_actor,The Front Page,Adolphe Menjou,1930
382,oscars,best_actor,Dr. Jekyll and Mr. Hyde,Fredric March,1931
383,oscars,best_actor,The Guardsman,Alfred Lunt,1931
384,oscars,best_actor,Berkeley Square,Leslie Howard,1932
385,oscars,best_actor,I Am a Fugitive from a Chain Gang,Paul Muni,1932
386,oscars,best_actor,The Affairs of Cellini,Frank Morgan,1934
387,oscars,best_actor,The Thin Man,William Powell,1934
388,oscars,best_actor,Mutiny on the Bounty,Clark Gable,1935
389,oscars,best_actor,,Charles Laughton,1935
390,oscars,best_actor,,Franchot Tone,1935
391,oscars,best_actor,Mr. Deeds Goes to Town,Gary Cooper,1936
392,oscars,best_actor,Dodsworth,Walter Huston,1936
393,oscars,best_actor,My Man Godfrey,William Powell,1936
394,oscars,best_actor,San Francisco,Spencer Tracy,1936
395,oscars,best_actor,Conquest,Charles Boyer,1937
396,oscars,best_actor,A Star Is Born,Fredric March,1937
397,oscars,best_actor,Night Must Fall,Robert Montgomery,1937
398,oscars,best_actor,The Life of Emile Zola,Paul Muni,1937
399,oscars,best_actor,Algiers,Charles Boyer,1938
400,oscars,best_actor,Angels with Dirty Faces,James Cagney,1938
401,oscars,best_actor,The Citadel,Robert Donat,1938
402,oscars,best_actor,Pygmalion,Leslie Howard,1938
403,oscars,best_actor,Gone with the Wind,Clark Gable,1939
404,oscars,best_actor,Wuthering Heights,Laurence Olivier,1939
405,oscars,best_actor,Babes in Arms,Mickey Rooney,1939
406,oscars,best_actor,Mr. Smith Goes to Washington,James Stewart,1939
407,oscars,best_actor,The Great Dictator,Charlie Chaplin,1940
408,oscars,best_actor,The Grapes of Wrath,Henry Fonda,1940
409,oscars,best_actor,Abe Lincoln in Illinois,Raymond Massey,1940
410,oscars,best_actor,Rebecca,Laurence Olivier,1940
411,oscars,best_actor,Penny Serenade,Cary Grant,1941
412,oscars,best_actor,The Devil and Daniel Webster,Walter Huston,1941
413,oscars,best_actor,Here Comes Mr. Jordan,Robert Montgomery,1941
414,oscars,best_actor,Citizen Kane,Orson Welles,1941
415,oscars,best_actor,Random Harvest,Ronald Colman,1942
416,oscars,best_actor,The Pride of the Yankees,Gary Cooper,1942
417,oscars,best_actor,Mrs. Miniver,Walter Pidgeon,1942
418,oscars,best_actor,The Pied Piper,Monty Woolley,1942
419,oscars,best_actor,Casablanca,Humphrey Bogart,1943
420,oscars,best_actor,For Whom the Bell Tolls,Gary Cooper,1943
421,oscars,best_actor,Madame Curie,Walter Pidgeon,1943
422,oscars,best_actor,The Human Comedy,Mickey Rooney,1943
423,oscars,best_actor,Gaslight,Charles Boyer,1944
424,oscars,best_actor,Going My Way,Barry Fitzgerald,1944
425,oscars,best_actor,None but the Lonely Heart,Cary Grant,1944
426,oscars,best_actor,Wilson,Alexander Knox,1944
427,oscars,best_actor,The Bells of St. Mary's,Bing Crosby,1945
428,oscars,best_actor,Anchors Aweigh,Gene Kelly,1945
429,oscars,best_actor,The Keys of the Kingdom,Gregory Peck,1945
430,oscars,best_actor,A Song to Remember,Cornel Wilde,1945
431,oscars,best_actor,Henry V,Laurence Olivier,1946
432,oscars,best_actor,The Jolson Story,Larry Parks,1946
433,oscars,best_actor,The Yearling,Gregory Peck,1946
434,oscars,best_actor,It's a Wonderful Life,James Stewart,1946
435,oscars,best_actor,Body and Soul,John Garfield,1947
436,oscars,best_actor,Gentleman's Agreement,Gregory Peck,1947
437,oscars,best_actor,Life with Father,William Powell,1947
438,oscars,best_actor,Mourning Becomes Electra,Michael Redgrave,1947
439,oscars,best_actor,Johnny Belinda,Lew Ayres,1948
440,oscars,best_actor,The Search,Montgomery Clift,1948
441,oscars,best_actor,When My Baby Smiles at Me,Dan Dailey,1948
442,oscars,best_actor,Sitting Pretty,Clifton Webb,1948
443,oscars,best_actor,Champion,Kirk Douglas,1949
444,oscars,best_actor,Twelve O'Clock High,Gregory Peck,1949
445,oscars,best_actor,The Hasty Heart,Richard Todd,1949
446,oscars,best_actor,Sands of Iwo Jima,John Wayne,1949
447,oscars,best_actor,The Magnificent Yankee,Louis Calhern,1950
448,oscars,best_actor,Sunset Boulevard,William Holden,1950
449,oscars,best_actor,Harvey,James Stewart,1950
450,oscars,best_actor,Father of the Bride,Spencer Tracy,1950
451,oscars,best_actor,A Streetcar Named Desire,Marlon Brando,1951
452,oscars,best_actor,A Place in the Sun,Montgomery Clift,1951
453,oscars,best_actor,Bright Victory,Arthur Kennedy,1951
454,oscars,best_actor,Death of a Salesman,Fredric March,1951
455,oscars,best_actor,Viva Zapata!,Marlon Brando,1952
456,oscars,best_actor,The Bad and the Beautiful,Kirk Douglas,1952
457,oscars,best_actor,Moulin Rouge,José Ferrer,1952
458,oscars,best_actor,The Lavender Hill Mob,Alec Guinness,1952
459,oscars,best_actor,Julius Caesar,Marlon Brando,1953
460,oscars,best_actor,The Robe,Richard Burton,1953
461,oscars,best_actor,From Here to Eternity,Montgomery Clift,1953
462,oscars,best_actor,,Burt Lancaster,1953
463,oscars,best_actor,The Caine Mutiny,Humphrey Bogart,1954
464,oscars,best_actor,The Country Girl,Bing Crosby,1954
465,oscars,best_actor,A Star Is Born,James Mason,1954
466,oscars,best_actor,Robinson Crusoe,Dan O'Herlihy,1954
467,oscars,best_actor,Love Me or Leave Me,James Cagney,1955
468,oscars,best_actor,East of Eden,James Dean,1955
469,oscars,best_actor,The Man with the Golden Arm,Frank Sinatra,1955
470,oscars,best_actor,Bad Day at Black Rock,Spencer Tracy,1955
471,oscars,best_actor,Giant,James Dean,1956
472,oscars,best_actor,Lust for Life,Kirk Douglas,1956
473,oscars,best_actor,Giant,Rock Hudson,1956
474,oscars,best_actor,Richard III,Laurence Olivier,1956
475,oscars,best_actor,Sayonara,Marlon Brando,1957
476,oscars,best_actor,A Hatful of Rain,Anthony Franciosa,1957
477,oscars,best_actor,Witness for the Prosecution,Charles Laughton,1957
478,oscars,best_actor,Wild Is the Wind,Anthony Quinn,1957
479,oscars,best_actor,The Defiant Ones,Tony Curtis,1958
480,oscars,best_actor,Cat on a Hot Tin Roof,Paul Newman,1958
481,oscars,best_actor,The Defiant Ones,Sidney Poitier,1958
482,oscars,best_actor,The Old Man and the Sea,Spencer Tracy,1958
483,oscars,best_actor,Room at the Top,Laurence Harvey,1959
484,oscars,best_actor,Some Like It Hot,Jack Lemmon,1959
485,oscars,best_actor,The Last Angry Man,Paul Muni,1959
486,oscars,best_actor,Anatomy of a Murder,James Stewart,1959
487,oscars,best_actor,Sons and Lovers,Trevor Howard,1960
488,oscars,best_actor,The Apartment,Jack Lemmon,1960
489,oscars,best_actor,The Entertainer,Laurence Olivier,1960
490,oscars,best_actor,Inherit the Wind,Spencer Tracy,1960
491,oscars,best_actor,Fanny,Charles Boyer,1961
492,oscars,best_actor,The Hustler,Paul Newman,1961
493,oscars,best_actor,Judgment at Nuremberg,Spencer Tracy,1961
494,oscars,best_actor,The Mark,Stuart Whitman,1961
495,oscars,best_actor,Birdman of Alcatraz,Burt Lancaster,1962
496,oscars,best_actor,Days of Wine and Roses,Jack Lemmon,1962
497,oscars,best_actor,Divorce Italian Style,Marcello Mastroianni,1962
498,oscars,best_actor,Lawrence of Arabia,Peter O'Toole,1962
499,oscars,best_actor,Tom Jones,Albert Finney,1963
500,oscars,best_actor,This Sporting Life,Richard Harris,1963
501,oscars,best_actor,Cleopatra,Rex Harrison,1963
502,oscars,best_actor,Hud,Paul Newman,1963
503,oscars,best_actor,Becket,Richard Burton,1964
504,oscars,best_actor,,Peter O'Toole,1964
505,oscars,best_actor,Zorba the Greek,Anthony Quinn,1964
506,oscars,best_actor,Dr. Strangelove,Peter Sellers,1964
507,oscars,best_actor,The Spy Who Came In from the Cold,Richard Burton,1965
508,oscars,best_actor,Othello,Laurence Olivier,1965
509,oscars,best_actor,The Pawnbroker,Rod Steiger,1965
510,oscars,best_actor,Ship of Fools,Oskar Werner,1965
511,oscars,best_actor,"The Russians Are Coming, the Russians Are Coming",Alan Arkin,1966
512,oscars,best_actor,Who's Afraid of Virginia Woolf?,Richard Burton,1966
513,oscars,best_actor,Alfie,Michael Caine,1966
514,oscars,best_actor,The Sand Pebbles,Steve McQueen,1966
515,oscars,best_actor,Bonnie and Clyde,Warren Beatty,1967
516,oscars,best_actor,The Graduate,Dustin Hoffman,1967
517,oscars,best_actor,Cool Hand Luke,Paul Newman,1967
518,oscars,best_actor,Guess Who's Coming to Dinner,Spencer Tracy,1967
519,oscars,best_actor,The Heart Is a Lonely Hunter,Alan Arkin,1968
520,oscars,best_actor,The Fixer,Alan Bates,1968
521,oscars,best_actor,Oliver!,Ron Moody,1968
522,oscars,best_actor,The Lion in Winter,Peter O'Toole,1968
523,oscars,best_actor,Anne of the Thousand Days,Richard Burton,1969
