,award_company,award_type,movie,person,year
978,oscars,best_actress,The Fabulous Baker Boys,Michelle Pfeiffer,1989
979,oscars,best_actress,The Grifters,Anjelica Huston,1990
980,oscars,best_actress,Pretty Woman,Julia Roberts,1990
981,oscars,best_actress,Postcards from the Edge,Meryl Streep,1990
982,oscars,best_actress,Mr. & Mrs. Bridge,Joanne Woodward,1990
983,oscars,best_actress,Thelma & Louise,Geena Davis,1991
984,oscars,best_actress,Rambling Rose,Laura Dern,1991
985,oscars,best_actress,For the Boys,Bette Midler,1991
986,oscars,best_actress,Thelma & Louise,Susan Sarandon,1991
987,oscars,best_actress,Indochine,Catherine Deneuve,1992
988,oscars,best_actress,Passion Fish,Mary McDonnell,1992
989,oscars,best_actress,Love Field,Michelle Pfeiffer,1992
990,oscars,best_actress,Lorenzo's Oil,Susan Sarandon,1992
991,oscars,best_actress,What's Love Got to Do with It,Angela Bassett,1993
992,oscars,best_actress,Six Degrees of Separation,Stockard Channing,1993
993,oscars,best_actress,The Remains of the Day,Emma Thompson,1993
994,oscars,best_actress,Shadowlands,Debra Winger,1993
995,oscars,best_actress,Nell,Jodie Foster,1994
996,oscars,best_actress,Tom & Viv,Miranda Richardson,1994
997,oscars,best_actress,Little Women,Winona Ryder,1994
998,oscars,best_actress,The Client,Susan Sarandon,1994
999,oscars,best_actress,Leaving Las Vegas,Elisabeth Shue,1995
1000,oscars,best_actress,Casino,Sharon Stone,1995
1001,oscars,best_actress,The Bridges of Madison County,Meryl Streep,1995
1002,oscars,best_actress,Sense and Sensibility,Emma Thompson,1995
1003,oscars,best_actress,Secrets & Lies,Brenda Blethyn,1996
1004,oscars,best_actress,Marvin's Room,Diane Keaton,1996
1005,oscars,best_actress,The English Patient,Kristin Scott Thomas,1996
1006,oscars,best_actress,Breaking the Waves,Emily Watson,1996
1007,oscars,best_actress,The Wings of the Dove,Helena Bonham Carter,1997
1008,oscars,best_actress,Afterglow,Julie Christie,1997
1009,oscars,best_actress,Mrs Brown,Judi Dench,1997
1010,oscars,best_actress,Titanic,Kate Winslet,1997
1011,oscars,best_actress,Elizabeth,Cate Blanchett,1998
1012,oscars,best_actress,Central Station,Fernanda Montenegro,1998
1013,oscars,best_actress,One True Thing,Meryl Streep,1998
1014,oscars,best_actress,Hilary and Jackie,Emily Watson,1998
1015,oscars,best_actress,American Beauty,Annette Bening,1999
1016,oscars,best_actress,Tumbleweeds,Janet McTeer,1999
1017,oscars,best_actress,The End of the Affair,Julianne Moore,1999
1018,oscars,best_actress,Music of the Heart,Meryl Streep,1999
1019,oscars,best_actress,The Contender,Joan Allen,2000
1020,oscars,best_actress,Chocolat,Juliette Binoche,2000
1021,oscars,best_actress,Requiem for a Dream,Ellen Burstyn,2000
1022,oscars,best_actress,You Can Count on Me,Laura Linney,2000
1023,oscars,best_actress,Iris,Judi Dench,2001
1024,oscars,best_actress,Moulin Rouge!,Nicole Kidman,2001
1025,oscars,best_actress,In the Bedroom,Sissy Spacek,2001
1026,oscars,best_actress,Bridget Jones's Diary,Renée Zellweger,2001
1027,oscars,best_actress,Frida,Salma Hayek,2002
1028,oscars,best_actress,Unfaithful,Diane Lane,2002
1029,oscars,best_actress,Far from Heaven,Julianne Moore,2002
1030,oscars,best_actress,Chicago,Renée Zellweger,2002
1031,oscars,best_actress,Whale Rider,Keisha Castle-Hughes,2003
1032,oscars,best_actress,Something's Gotta Give,Diane Keaton,2003
1033,oscars,best_actress,In America,Samantha Morton,2003
1034,oscars,best_actress,21 Grams,Naomi Watts,2003
1035,oscars,best_actress,Being Julia,Annette Bening,2004
1036,oscars,best_actress,Maria Full of Grace,Catalina Sandino Moreno,2004
1037,oscars,best_actress,Vera Drake,Imelda Staunton,2004
1038,oscars,best_actress,Eternal Sunshine of the Spotless Mind,Kate Winslet,2004
1039,oscars,best_actress,Mrs Henderson Presents,Judi Dench,2005
1040,oscars,best_actress,Transamerica,Felicity Huffman,2005
1041,oscars,best_actress,Pride & Prejudice,Keira Knightley,2005
1042,oscars,best_actress,North Country,Charlize Theron,2005
1043,oscars,best_actress,Volver,Penélope Cruz,2006
1044,oscars,best_actress,Notes on a Scandal,Judi Dench,2006
1045,oscars,best_actress,The Devil Wears Prada,Meryl Streep,2006
1046,oscars,best_actress,Little Children,Kate Winslet,2006
1047,oscars,best_actress,Elizabeth: The Golden Age,Cate Blanchett,2007
1048,oscars,best_actress,Away from Her,Julie Christie,2007
1049,oscars,best_actress,The Savages,Laura Linney,2007
1050,oscars,best_actress,Juno,Elliot Page,2007
1051,oscars,best_actress,Rachel Getting Married,Anne Hathaway,2008
1052,oscars,best_actress,Changeling,Angelina Jolie,2008
1053,oscars,best_actress,Frozen River,Melissa Leo,2008
1054,oscars,best_actress,Doubt,Meryl Streep,2008
1055,oscars,best_actress,The Last Station,Helen Mirren,2009
1056,oscars,best_actress,An Education,Carey Mulligan,2009
1057,oscars,best_actress,Precious,Gabourey Sidibe,2009
1058,oscars,best_actress,Julie & Julia,Meryl Streep,2009
1059,oscars,best_actress,The Kids Are All Right,Annette Bening,2010
1060,oscars,best_actress,Rabbit Hole,Nicole Kidman,2010
1061,oscars,best_actress,Winter's Bone,Jennifer Lawrence,2010
1062,oscars,best_actress,Blue Valentine,Michelle Williams,2010
1063,oscars,best_actress,Albert Nobbs,Glenn Close,2011
1064,oscars,best_actress,The Help,Viola Davis,2011
1065,oscars,best_actress,The Girl with the Dragon Tattoo,Rooney Mara,2011
1066,oscars,best_actress,My Week with Marilyn,Michelle Williams,2011
1067,oscars,best_actress,Zero Dark Thirty,Jessica Chastain,2012
1068,oscars,best_actress,Amour,Emmanuelle Riva,2012
1069,oscars,best_actress,Beasts of the Southern Wild,Quvenzhané Wallis,2012
1070,oscars,best_actress,The Impossible,Naomi Watts,2012
1071,oscars,best_actress,American Hustle,Amy Adams,2013
1072,oscars,best_actress,Gravity,Sandra Bullock,2013
1073,oscars,best_actress,Philomena,Judi Dench,2013
1074,oscars,best_actress,August: Osage County,Meryl Streep,2013
1075,oscars,best_actress,"Two Days, One Night",Marion Cotillard,2014
1076,oscars,best_actress,The Theory of Everything,Felicity Jones,2014
1077,oscars,best_actress,Gone Girl,Rosamund Pike,2014
1078,oscars,best_actress,Wild,Reese Witherspoon,2014
1079,oscars,best_actress,Carol,Cate Blanchett,2015
1080,oscars,best_actress,Joy,Jennifer Lawrence,2015
1081,oscars,best_actress,45 Years,Charlotte Rampling,2015
1082,oscars,best_actress,Brooklyn,Saoirse Ronan,2015
1083,oscars,best_actress,Elle,Isabelle Huppert,2016
1084,oscars,best_actress,Loving,Ruth Negga,2016
1085,oscars,best_actress,Jackie,Natalie Portman,2016
1086,oscars,best_actress,Florence Foster Jenkins,Meryl Streep,2016
1087,oscars,best_actress,The Shape of Water,Sally Hawkins,2017
1088,oscars,best_actress,"I, Tonya",Margot Robbie,2017
1089,oscars,best_actress,Lady Bird,Saoirse Ronan,2017
1090,oscars,best_actress,The Post,Meryl Streep,2017
1091,oscars,best_actress,Roma,Yalitza Aparicio,2018
1092,oscars,best_actress,The Wife,Glenn Close,2018
1093,oscars,best_actress,A Star Is Born,Lady Gaga,2018
1094,oscars,best_actress,Can You Ever Forgive Me?,Melissa McCarthy,2018
1095,oscars,best_actress,Harriet,Cynthia Erivo,2019
1096,oscars,best_actress,Marriage Story,Scarlett Johansson,2019
1097,oscars,best_actress,Little Women,Saoirse Ronan,2019
1098,oscars,best_actress,Bombshell,Charlize Theron,2019
1099,oscars,best_actress,Ma Rainey's Black Bottom,Viola Davis,2020/21
1100,oscars,best_actress,The United States vs. Billie Holiday,Andra Day,2020/21
1101,oscars,best_actress,Pieces of a Woman,Vanessa Kirby,2020/21
1102,oscars,best_actress,Promising Young Woman,Carey Mulligan,2020/21
1103,oscars,best_actress,The Eyes of Tammy Faye,Jessica Chastain,2021
1104,oscars,best_actress,The Lost Daughter,Olivia Colman,2021
1105,oscars,best_actress,Parallel Mothers,Penélope Cruz,2021
1106,oscars,best_actress,Being the Ricardos,Nicole Kidman,2021
1107,oscars,best_actress,Spencer,Kristen Stewart,2021
1108,oscars,best_picture,Wings,,1927
1109,oscars,best_picture,7th Heaven,,1927
1110,oscars,best_picture,The Racket,,1927
1111,oscars,best_picture,The Broadway Melody,,1928
1112,oscars,best_picture,Alibi,,1928
1113,oscars,best_picture,Hollywood Revue,,1928
1114,oscars,best_picture,In Old Arizona,,1928
1115,oscars,best_picture,The Patriot,,1928
1116,oscars,best_picture,All Quiet on the Western Front,,1929
1117,oscars,best_picture,The Big House,,1929
1118,oscars,best_picture,Disraeli,,1929
1119,oscars,best_picture,The Divorcee,,1929
1120,oscars,best_picture,The Love Parade,,1929
1121,oscars,best_picture,Cimarron,,1930
1122,oscars,best_picture,East Lynne,,1930
1123,oscars,best_picture,The Front Page,,1930
1124,oscars,best_picture,Skippy,,1930
1125,oscars,best_picture,Trader Horn,,1930
1126,oscars,best_picture,Grand Hotel,,1931
1127,oscars,best_picture,Arrowsmith,,1931
1128,oscars,best_picture,Bad Girl,,1931
1129,oscars,best_picture,The Champ,,1931
1130,oscars,best_picture,Five Star Final,,1931
1131,oscars,best_picture,One Hour with You,,1931
1132,oscars,best_picture,Shanghai Express,,1931
1133,oscars,best_picture,The Smiling Lieutenant,,1931
1134,oscars,best_picture,Cavalcade,,1932
1135,oscars,best_picture,42nd Street,,1932
1136,oscars,best_picture,A Farewell to Arms,,1932
1137,oscars,best_picture,I Am a Fugitive from a Chain Gang,,1932
1138,oscars,best_picture,Lady for a Day,,1932
1139,oscars,best_picture,Little Women,,1932
1140,oscars,best_picture,The Private Life of Henry VIII,,1932
1141,oscars,best_picture,She Done Him Wrong,,1932
1142,oscars,best_picture,Smilin' Through,,1932
1143,oscars,best_picture,State Fair,,1932
1144,oscars,best_picture,It Happened One Night,,1934
1145,oscars,best_picture,The Barretts of Wimpole Street,,1934
1146,oscars,best_picture,Cleopatra,,1934
1147,oscars,best_picture,Flirtation Walk,,1934
1148,oscars,best_picture,The Gay Divorcee,,1934
1149,oscars,best_picture,Here Comes the Navy,,1934
1150,oscars,best_picture,The House of Rothschild,,1934
1151,oscars,best_picture,Imitation of Life,,1934
1152,oscars,best_picture,One Night of Love,,1934
1153,oscars,best_picture,The Thin Man,,1934
1154,oscars,best_picture,Viva Villa!,,1934
1155,oscars,best_picture,The White Parade,,1934
1156,oscars,best_picture,Mutiny on the Bounty,,1935
1157,oscars,best_picture,Alice Adams,,1935
1158,oscars,best_picture,Broadway Melody of 1936,,1935
1159,oscars,best_picture,Captain Blood,,1935
1160,oscars,best_picture,David Copperfield,,1935
1161,oscars,best_picture,The Informer,,1935
1162,oscars,best_picture,The Lives of a Bengal Lancer,,1935
1163,oscars,best_picture,A Midsummer Night's Dream,,1935
1164,oscars,best_picture,Les Misérables,,1935
1165,oscars,best_picture,Naughty Marietta,,1935
1166,oscars,best_picture,Ruggles of Red Gap,,1935
1167,oscars,best_picture,Top Hat,,1935
1168,oscars,best_picture,The Great Ziegfeld,,1936
1169,oscars,best_picture,Anthony Adverse,,1936
1170,oscars,best_picture,Dodsworth,,1936
1171,oscars,best_picture,Libeled Lady,,1936
1172,oscars,best_picture,Mr. Deeds Goes to Town,,1936
1173,oscars,best_picture,Romeo and Juliet,,1936
1174,oscars,best_picture,San Francisco,,1936
1175,oscars,best_picture,The Story of Louis Pasteur,,1936
1176,oscars,best_picture,A Tale of Two Cities,,1936
1177,oscars,best_picture,Three Smart Girls,,1936
1178,oscars,best_picture,The Life of Emile Zola,,1937
1179,oscars,best_picture,The Awful Truth,,1937
1180,oscars,best_picture,Captains Courageous,,1937
1181,oscars,best_picture,Dead End,,1937
1182,oscars,best_picture,The Good Earth,,1937
1183,oscars,best_picture,In Old Chicago,,1937
1184,oscars,best_picture,Lost Horizon,,1937
1185,oscars,best_picture,One Hundred Men and a Girl,,1937
1186,oscars,best_picture,Stage Door,,1937
1187,oscars,best_picture,A Star Is Born,,1937
1188,oscars,best_picture,You Can't Take It with You,,1938
1189,oscars,best_picture,The Adventures of Robin Hood,,1938
1190,oscars,best_picture,Alexander's Ragtime Band,,1938
1191,oscars,best_picture,Boys Town,,1938
1192,oscars,best_picture,The Citadel,,1938
1193,oscars,best_picture,Four Daughters,,1938
1194,oscars,best_picture,Grand Illusion,,1938
1195,oscars,best_picture,Jezebel,,1938
1196,oscars,best_picture,Pygmalion,,1938
1197,oscars,best_picture,Test Pilot,,1938
1198,oscars,best_picture,Gone with the Wind,,1939
1199,oscars,best_picture,Dark Victory,,1939
1200,oscars,best_picture,"Goodbye, Mr. Chips",,1939
1201,oscars,best_picture,Love Affair,,1939
1202,oscars,best_picture,Mr. Smith Goes to Washington,,1939
1203,oscars,best_picture,Ninotchka,,1939
1204,oscars,best_picture,Of Mice and Men,,1939
1205,oscars,best_picture,Stagecoach,,1939
1206,oscars,best_picture,The Wizard of Oz,,1939
1207,oscars,best_picture,Wuthering Heights,,1939
1208,oscars,best_picture,Rebecca,,1940
1209,oscars,best_picture,"All This, and Heaven Too",,1940
1210,oscars,best_picture,Foreign Correspondent,,1940
1211,oscars,best_picture,The Grapes of Wrath,,1940
1212,oscars,best_picture,The Great Dictator,,1940
1213,oscars,best_picture,Kitty Foyle,,1940
1214,oscars,best_picture,The Letter,,1940
1215,oscars,best_picture,The Long Voyage Home,,1940
1216,oscars,best_picture,Our Town,,1940
1217,oscars,best_picture,The Philadelphia Story,,1940
1218,oscars,best_picture,How Green Was My Valley,,1941
1219,oscars,best_picture,Blossoms in the Dust,,1941
1220,oscars,best_picture,Citizen Kane,,1941
1221,oscars,best_picture,Here Comes Mr. Jordan,,1941
1222,oscars,best_picture,Hold Back the Dawn,,1941
1223,oscars,best_picture,The Little Foxes,,1941
1224,oscars,best_picture,The Maltese Falcon,,1941
1225,oscars,best_picture,One Foot in Heaven,,1941
1226,oscars,best_picture,Sergeant York,,1941
1227,oscars,best_picture,Suspicion,,1941
1228,oscars,best_picture,Mrs. Miniver,,1942
1229,oscars,best_picture,49th Parallel,,1942
1230,oscars,best_picture,Kings Row,,1942
1231,oscars,best_picture,The Magnificent Ambersons,,1942
1232,oscars,best_picture,The Pied Piper,,1942
1233,oscars,best_picture,The Pride of the Yankees,,1942
1234,oscars,best_picture,Random Harvest,,1942
1235,oscars,best_picture,The Talk of the Town,,1942
1236,oscars,best_picture,Wake Island,,1942
1237,oscars,best_picture,Yankee Doodle Dandy,,1942
1238,oscars,best_picture,Casablanca,,1943
1239,oscars,best_picture,For Whom the Bell Tolls,,1943
1240,oscars,best_picture,Heaven Can Wait,,1943
1241,oscars,best_picture,The Human Comedy,,1943
1242,oscars,best_picture,In Which We Serve,,1943
1243,oscars,best_picture,Madame Curie,,1943
1244,oscars,best_picture,The More the Merrier,,1943
1245,oscars,best_picture,The Ox-Bow Incident,,1943
1246,oscars,best_picture,The Song of Bernadette,,1943
1247,oscars,best_picture,Watch on the Rhine,,1943
1248,oscars,best_picture,Going My Way,,1944
1249,oscars,best_picture,Double Indemnity,,1944
1250,oscars,best_picture,Gaslight,,1944
1251,oscars,best_picture,Since You Went Away,,1944
1252,oscars,best_picture,Wilson,,1944
1253,oscars,best_picture,The Lost Weekend,,1945
1254,oscars,best_picture,Anchors Aweigh,,1945
1255,oscars,best_picture,The Bells of St. Mary's,,1945
1256,oscars,best_picture,Mildred Pierce,,1945
1257,oscars,best_picture,Spellbound,,1945
1258,oscars,best_picture,The Best Years of Our Lives,,1946
1259,oscars,best_picture,Henry V,,1946
1260,oscars,best_picture,It's a Wonderful Life,,1946
1261,oscars,best_picture,The Razor's Edge,,1946
1262,oscars,best_picture,The Yearling,,1946
1263,oscars,best_picture,Gentleman's Agreement,,1947
1264,oscars,best_picture,The Bishop's Wife,,1947
1265,oscars,best_picture,Crossfire,,1947
1266,oscars,best_picture,Great Expectations,,1947
1267,oscars,best_picture,Miracle on 34th Street,,1947
1268,oscars,best_picture,Hamlet,,1948
1269,oscars,best_picture,Johnny Belinda,,1948
1270,oscars,best_picture,The Red Shoes,,1948
1271,oscars,best_picture,The Snake Pit,,1948
1272,oscars,best_picture,The Treasure of the Sierra Madre,,1948
1273,oscars,best_picture,All the King's Men,,1949
1274,oscars,best_picture,Battleground,,1949
1275,oscars,best_picture,The Heiress,,1949
1276,oscars,best_picture,A Letter to Three Wives,,1949
1277,oscars,best_picture,Twelve O'Clock High,,1949
1278,oscars,best_picture,All About Eve,,1950
1279,oscars,best_picture,Born Yesterday,,1950
1280,oscars,best_picture,Father of the Bride,,1950
1281,oscars,best_picture,King Solomon's Mines,,1950
1282,oscars,best_picture,Sunset Boulevard,,1950
1283,oscars,best_picture,An American in Paris,,1951
1284,oscars,best_picture,Decision Before Dawn,,1951
1285,oscars,best_picture,A Place in the Sun,,1951
1286,oscars,best_picture,Quo Vadis,,1951
1287,oscars,best_picture,A Streetcar Named Desire,,1951
1288,oscars,best_picture,The Greatest Show on Earth,,1952
1289,oscars,best_picture,High Noon,,1952
1290,oscars,best_picture,Ivanhoe,,1952
1291,oscars,best_picture,Moulin Rouge,,1952
1292,oscars,best_picture,The Quiet Man,,1952
1293,oscars,best_picture,From Here to Eternity,,1953
1294,oscars,best_picture,Julius Caesar,,1953
1295,oscars,best_picture,The Robe,,1953
1296,oscars,best_picture,Roman Holiday,,1953
1297,oscars,best_picture,Shane,,1953
1298,oscars,best_picture,On the Waterfront,,1954
1299,oscars,best_picture,The Caine Mutiny,,1954
1300,oscars,best_picture,The Country Girl,,1954
1301,oscars,best_picture,Seven Brides for Seven Brothers,,1954
1302,oscars,best_picture,Three Coins in the Fountain,,1954
1303,oscars,best_picture,Marty,,1955
1304,oscars,best_picture,Love Is a Many-Splendored Thing,,1955
1305,oscars,best_picture,Mister Roberts,,1955
1306,oscars,best_picture,Picnic,,1955
1307,oscars,best_picture,The Rose Tattoo,,1955
